fonte,familia,variante,dn_pol,dn_menor_pol,significado,valor_mm,amostras,divergentes
IRRIGAFOUR,REDUCAO_EXCENTRICA,,8,4,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,8,5,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,8,6,face_a_face_mm,200,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,10,,face_a_face_mm,300,6,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,10,2.5,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,10,3,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,10,4,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,10,5,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,10,6,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,10,8,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,12,,face_a_face_mm,300,6,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,12,3,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,12,4,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,12,5,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,12,6,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,12,8,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,12,10,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,14,,face_a_face_mm,280,6,1
IRRIGAFOUR,REDUCAO_EXCENTRICA,,14,4,face_a_face_mm,280,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,14,5,face_a_face_mm,280,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,14,6,face_a_face_mm,280,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,14,8,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,14,10,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,14,12,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,16,,face_a_face_mm,300,6,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,16,5,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,16,6,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,16,8,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,16,10,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,16,12,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,16,14,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,18,,face_a_face_mm,300,6,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,18,6,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,18,8,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,18,10,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,18,12,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,18,14,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,18,16,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,20,,face_a_face_mm,300,5,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,20,10,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,20,12,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,20,14,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,20,16,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,20,18,face_a_face_mm,300,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,24,,face_a_face_mm,350,4,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,24,14,face_a_face_mm,350,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,24,16,face_a_face_mm,350,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,24,18,face_a_face_mm,350,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,24,20,face_a_face_mm,350,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,28,,face_a_face_mm,350,3,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,28,18,face_a_face_mm,350,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,28,20,face_a_face_mm,350,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,28,24,face_a_face_mm,350,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,32,,face_a_face_mm,400,2,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,32,24,face_a_face_mm,400,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,32,28,face_a_face_mm,400,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,36,,face_a_face_mm,400,2,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,36,28,face_a_face_mm,400,1,0
IRRIGAFOUR,REDUCAO_EXCENTRICA,,36,32,face_a_face_mm,400,1,0
IRRIGAFOUR,TE,,2,,face_a_face_mm,1000,1,0
IRRIGAFOUR,TE,,2,,derivacao_mm,200,1,0
IRRIGAFOUR,TE,,3,,face_a_face_mm,1000,2,0
IRRIGAFOUR,TE,,3,,derivacao_mm,200,2,0
IRRIGAFOUR,TE,,4,,face_a_face_mm,1000,3,0
IRRIGAFOUR,TE,,4,,derivacao_mm,200,3,0
IRRIGAFOUR,TE,,5,,face_a_face_mm,1000,4,0
IRRIGAFOUR,TE,,5,,derivacao_mm,200,4,0
IRRIGAFOUR,TE,,6,,face_a_face_mm,1000,5,0
IRRIGAFOUR,TE,,6,,derivacao_mm,200,5,0
IRRIGAFOUR,TE,,8,,face_a_face_mm,1000,6,0
IRRIGAFOUR,TE,,8,,derivacao_mm,220,6,0
IRRIGAFOUR,TE,,10,,face_a_face_mm,1000,7,0
IRRIGAFOUR,TE,,10,,derivacao_mm,280,7,2
IRRIGAFOUR,TE,,12,,face_a_face_mm,1000,7,0
IRRIGAFOUR,TE,,12,,derivacao_mm,310,7,1
IRRIGAFOUR,TE,,14,,face_a_face_mm,1000,7,0
IRRIGAFOUR,TE,,14,,derivacao_mm,360,7,1
IRRIGAFOUR,TE,,16,,face_a_face_mm,1000,7,0
IRRIGAFOUR,TE,,16,,derivacao_mm,300,7,2
IRRIGAFOUR,TE,,18,,face_a_face_mm,1000,7,0
IRRIGAFOUR,TE,,18,,derivacao_mm,300,7,0
IRRIGAFOUR,TE,,20,,face_a_face_mm,1000,7,0
IRRIGAFOUR,TE,,20,,derivacao_mm,300,7,0
IRRIGAFOUR,TE,,24,,face_a_face_mm,1200,7,0
IRRIGAFOUR,TE,,24,,derivacao_mm,300,7,0
IRRIGAFOUR,TE,,28,,face_a_face_mm,1400,7,0
IRRIGAFOUR,TE,,28,,derivacao_mm,300,7,0
IRRIGAFOUR,TE,,32,,face_a_face_mm,1600,7,0
IRRIGAFOUR,TE,,32,,derivacao_mm,300,7,0
IRRIGAFOUR,TE,,36,,face_a_face_mm,1800,7,0
IRRIGAFOUR,TE,,36,,derivacao_mm,350,7,0
IRRIGAFOUR,TE_45,,4,,face_a_face_mm,1000,1,0
IRRIGAFOUR,TE_45,,4,,derivacao_mm,345,1,0
IRRIGAFOUR,TE_45,,5,,face_a_face_mm,1000,1,0
IRRIGAFOUR,TE_45,,5,,derivacao_mm,345,1,0
IRRIGAFOUR,TE_45,,6,,face_a_face_mm,1000,1,0
IRRIGAFOUR,TE_45,,6,,derivacao_mm,345,1,0
IRRIGAFOUR,TE_45,,8,,face_a_face_mm,1000,1,0
IRRIGAFOUR,TE_45,,8,,derivacao_mm,365,1,0
IRRIGAFOUR,TE_45,,10,,face_a_face_mm,1000,1,0
IRRIGAFOUR,TE_45,,10,,derivacao_mm,390,1,0
IRRIGAFOUR,TE_45,,12,,face_a_face_mm,1000,1,0
IRRIGAFOUR,TE_45,,12,,derivacao_mm,460,1,0
IRRIGAFOUR,TE_45,,14,,face_a_face_mm,1000,1,0
IRRIGAFOUR,TE_45,,14,,derivacao_mm,530,1,0
IRRIGAFOUR,TE_45,,16,,face_a_face_mm,1000,1,0
IRRIGAFOUR,TE_45,,16,,derivacao_mm,550,1,0
IRRIGAFOUR,TE_45,,18,,face_a_face_mm,1000,1,0
IRRIGAFOUR,TE_45,,18,,derivacao_mm,525,1,0
IRRIGAFOUR,TE_45,,20,,face_a_face_mm,1300,1,0
IRRIGAFOUR,TE_45,,20,,derivacao_mm,854,1,0
IRRIGAFOUR,TE_45,,24,,face_a_face_mm,1400,1,0
IRRIGAFOUR,TE_45,,24,,derivacao_mm,1060,1,0
IRRIGAFOUR,Y,,6,,face_a_face_mm,820,7,0
IRRIGAFOUR,Y,,6,,derivacao_mm,510,7,0
IRRIGAFOUR,Y,,8,,face_a_face_mm,830,7,2
IRRIGAFOUR,Y,,8,,derivacao_mm,506,7,2
IRRIGAFOUR,Y,,10,,face_a_face_mm,900,7,2
IRRIGAFOUR,Y,,10,,derivacao_mm,575,7,1
IRRIGAFOUR,Y,,12,,face_a_face_mm,970,7,2
IRRIGAFOUR,Y,,12,,derivacao_mm,630,7,2
IRRIGAFOUR,Y,,14,,face_a_face_mm,980,7,3
IRRIGAFOUR,Y,,14,,derivacao_mm,667,7,3
IRRIGAFOUR,Y,,16,,face_a_face_mm,1267,7,0
IRRIGAFOUR,Y,,16,,derivacao_mm,800,7,0
IRRIGAFOUR,Y,,18,,face_a_face_mm,1300,7,0
IRRIGAFOUR,Y,,18,,derivacao_mm,900,7,0
IRRIGAFOUR,Y,,20,,face_a_face_mm,1400,7,0
IRRIGAFOUR,Y,,20,,derivacao_mm,1000,7,0
IRRIGAFOUR,Y_45,,2,,face_a_face_mm,227,1,0
IRRIGAFOUR,Y_45,,2,,derivacao_mm,212,1,0
IRRIGAFOUR,Y_45,,2.5,,face_a_face_mm,227,1,0
IRRIGAFOUR,Y_45,,2.5,,derivacao_mm,212,1,0
IRRIGAFOUR,Y_45,,3,,face_a_face_mm,227,1,0
IRRIGAFOUR,Y_45,,3,,derivacao_mm,212,1,0
IRRIGAFOUR,Y_45,,4,,face_a_face_mm,227,1,0
IRRIGAFOUR,Y_45,,4,,derivacao_mm,212,1,0
IRRIGAFOUR,Y_45,,5,,face_a_face_mm,240,1,0
IRRIGAFOUR,Y_45,,5,,derivacao_mm,230,1,0
IRRIGAFOUR,Y_45,,6,,face_a_face_mm,375,1,0
IRRIGAFOUR,Y_45,,6,,derivacao_mm,400,1,0
IRRIGAFOUR,Y_45,,8,,face_a_face_mm,380,1,0
IRRIGAFOUR,Y_45,,8,,derivacao_mm,400,1,0
IRRIGAFOUR,Y_45,,10,,face_a_face_mm,430,1,0
IRRIGAFOUR,Y_45,,10,,derivacao_mm,430,1,0
IRRIGAFOUR,Y_45,,12,,face_a_face_mm,450,1,0
IRRIGAFOUR,Y_45,,12,,derivacao_mm,450,1,0
IRRIGAFOUR,Y_45,,14,,face_a_face_mm,450,1,0
IRRIGAFOUR,Y_45,,14,,derivacao_mm,454,1,0
IRRIGAFOUR,Y_45,,16,,face_a_face_mm,470,1,0
IRRIGAFOUR,Y_45,,16,,derivacao_mm,470,1,0
IRRIGAFOUR,Y_45,,18,,face_a_face_mm,594,1,0
IRRIGAFOUR,Y_45,,18,,derivacao_mm,600,1,0
IRRIGAFOUR,Y_45,,20,,face_a_face_mm,520,1,0
IRRIGAFOUR,Y_45,,20,,derivacao_mm,520,1,0
IRRIGAFOUR,Y_45,,24,,face_a_face_mm,884,1,0
IRRIGAFOUR,Y_45,,24,,derivacao_mm,919,1,0
IRRIGAFOUR,Y_45,,28,,face_a_face_mm,990,1,0
IRRIGAFOUR,Y_45,,28,,derivacao_mm,990,1,0
IRRIGAFOUR,Y_45,,32,,face_a_face_mm,1046,1,0
IRRIGAFOUR,Y_45,,32,,derivacao_mm,1061,1,0
IRRIGAFOUR,Y_45,,36,,face_a_face_mm,1102,1,0
IRRIGAFOUR,Y_45,,36,,derivacao_mm,1131,1,0
NETAFIM,ADAPTADOR,,2,,face_a_face_mm,70,4,0
NETAFIM,ADAPTADOR,,3,,face_a_face_mm,90,4,0
NETAFIM,ADAPTADOR,,4,,face_a_face_mm,110,4,0
NETAFIM,ADAPTADOR,,6,,face_a_face_mm,130,4,0
NETAFIM,ADAPTADOR,,8,,face_a_face_mm,140,3,0
NETAFIM,ADAPTADOR,,10,,face_a_face_mm,150,3,0
NETAFIM,ADAPTADOR,,12,,face_a_face_mm,160,3,0
NETAFIM,ADAPTADOR,,14,,face_a_face_mm,170,3,0
NETAFIM,ADAPTADOR,,16,,face_a_face_mm,180,3,0
NETAFIM,ADAPTADOR,,18,,face_a_face_mm,190,3,0
NETAFIM,ADAPTADOR,,20,,face_a_face_mm,200,3,0
NETAFIM,ADAPTADOR,,24,,face_a_face_mm,220,3,0
NETAFIM,ADAPTADOR,,28,,face_a_face_mm,240,1,0
NETAFIM,CRIVO,cone,3,,comprimento_mm,100,1,0
NETAFIM,CRIVO,cone,4,,comprimento_mm,130,1,0
NETAFIM,CRIVO,cone,6,,comprimento_mm,190,1,0
NETAFIM,CRIVO,cone,8,,comprimento_mm,250,1,0
NETAFIM,CRIVO,cone,10,,comprimento_mm,355,1,0
NETAFIM,CRIVO,cone,12,,comprimento_mm,425,1,0
NETAFIM,CRIVO,cone,14,,comprimento_mm,495,1,0
NETAFIM,CRIVO,cone,16,,comprimento_mm,565,1,0
NETAFIM,CRIVO,cone,18,,comprimento_mm,640,1,0
NETAFIM,CRIVO,cone,20,,comprimento_mm,710,1,0
NETAFIM,CRIVO,cone,24,,comprimento_mm,855,1,0
NETAFIM,CURVA,45,2,,perna_mm,153,2,0
NETAFIM,CURVA,45,3,,perna_mm,184,2,0
NETAFIM,CURVA,45,4,,perna_mm,245,2,0
NETAFIM,CURVA,45,5,,perna_mm,276,1,0
NETAFIM,CURVA,45,6,,perna_mm,307,2,0
NETAFIM,CURVA,45,8,,perna_mm,337,2,0
NETAFIM,CURVA,45,10,,perna_mm,400,2,0
NETAFIM,CURVA,45,12,,perna_mm,460,2,0
NETAFIM,CURVA,45,14,,perna_mm,460,2,0
NETAFIM,CURVA,45,16,,perna_mm,491,2,0
NETAFIM,CURVA,45,18,,perna_mm,521,2,0
NETAFIM,CURVA,45,20,,perna_mm,583,2,0
NETAFIM,CURVA,45,24,,perna_mm,675,2,0
NETAFIM,CURVA,45,28,,perna_mm,838,1,0
NETAFIM,CURVA,90,2,,perna_mm,132.5,5,0
NETAFIM,CURVA,90,3,,perna_mm,152,5,0
NETAFIM,CURVA,90,4,,perna_mm,175,5,0
NETAFIM,CURVA,90,5,,perna_mm,191,1,0
NETAFIM,CURVA,90,6,,perna_mm,216,5,0
NETAFIM,CURVA,90,8,,perna_mm,297,5,0
NETAFIM,CURVA,90,10,,perna_mm,325,5,0
NETAFIM,CURVA,90,12,,perna_mm,365,5,0
NETAFIM,CURVA,90,14,,perna_mm,370,5,0
NETAFIM,CURVA,90,16,,perna_mm,405,5,0
NETAFIM,CURVA,90,18,,perna_mm,427.5,5,0
NETAFIM,CURVA,90,20,,perna_mm,457,5,0
NETAFIM,CURVA,90,24,,perna_mm,559,5,0
NETAFIM,CURVA,90,28,,perna_mm,610,1,0
NETAFIM,MANIFOLD,D02,4,,comprimento_mm,1500,1,0
NETAFIM,MANIFOLD,D02,6,,comprimento_mm,1500,2,0
NETAFIM,MANIFOLD,D02,8,,comprimento_mm,1500,3,0
NETAFIM,MANIFOLD,D02,10,,comprimento_mm,1500,4,0
NETAFIM,MANIFOLD,D02,12,,comprimento_mm,1500,4,0
NETAFIM,MANIFOLD,D02,14,,comprimento_mm,1500,2,0
NETAFIM,MANIFOLD,D02,16,,comprimento_mm,1500,2,0
NETAFIM,MANIFOLD,D02,20,,comprimento_mm,1500,2,0
NETAFIM,MANIFOLD,D03,2,,comprimento_mm,1500,1,0
NETAFIM,MANIFOLD,D03,3,,comprimento_mm,1500,2,0
NETAFIM,MANIFOLD,D03,4,,comprimento_mm,1500,2,0
NETAFIM,MANIFOLD,D03,6,,comprimento_mm,1500,2,0
NETAFIM,MANIFOLD,D03,8,,comprimento_mm,1500,2,0
NETAFIM,MANIFOLD,D03,10,,comprimento_mm,1500,2,0
NETAFIM,MANIFOLD,D03,12,,comprimento_mm,1500,2,0
NETAFIM,MANIFOLD,D04,2,,comprimento_mm,1500,1,0
NETAFIM,MANIFOLD,D04,3,,comprimento_mm,1500,1,0
NETAFIM,MANIFOLD,D04,4,,comprimento_mm,1500,1,0
NETAFIM,MANIFOLD,D04,6,,comprimento_mm,1500,1,0
NETAFIM,MANIFOLD,D04,8,,comprimento_mm,1500,1,0
NETAFIM,MANIFOLD,D04,10,,comprimento_mm,1500,1,0
NETAFIM,MANIFOLD,D04,12,,comprimento_mm,1500,1,0
NETAFIM,MANIFOLD,D04,14,,comprimento_mm,1500,1,0
NETAFIM,MANIFOLD,D05,2,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D05,3,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D05,4,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D05,6,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D05,8,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D05,10,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D05,12,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D05,14,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D05,16,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D05,18,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D05,20,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D05,24,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D06,2,,comprimento_mm,500,1,0
NETAFIM,MANIFOLD,D06,3,,comprimento_mm,500,2,0
NETAFIM,MANIFOLD,D06,4,,comprimento_mm,500,2,0
NETAFIM,MANIFOLD,D06,6,,comprimento_mm,500,2,0
NETAFIM,MANIFOLD,D06,8,,comprimento_mm,500,2,0
NETAFIM,MANIFOLD,D06,10,,comprimento_mm,500,2,0
NETAFIM,MANIFOLD,D06,12,,comprimento_mm,500,2,0
NETAFIM,MANIFOLD,D07,2,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D07,3,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D07,4,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D07,6,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D07,8,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D07,10,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D07,12,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D07,14,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D07,16,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D07,18,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D07,20,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D07,24,,comprimento_mm,1200,1,0
NETAFIM,MANIFOLD,D07,28,,comprimento_mm,1750,1,0
NETAFIM,MANIFOLD,D11,2,,comprimento_mm,1000,1,0
NETAFIM,MANIFOLD,D11,3,,comprimento_mm,1000,1,0
NETAFIM,MANIFOLD,D11,4,,comprimento_mm,1000,1,0
NETAFIM,MANIFOLD,D11,6,,comprimento_mm,1000,1,0
NETAFIM,MANIFOLD,D11,8,,comprimento_mm,1000,1,0
NETAFIM,MANIFOLD,D11,10,,comprimento_mm,1000,1,0
NETAFIM,MANIFOLD,D11,12,,comprimento_mm,1000,1,0
NETAFIM,MANIFOLD,D11,14,,comprimento_mm,1000,1,0
NETAFIM,MANIFOLD,D11,16,,comprimento_mm,1000,1,0
NETAFIM,MANIFOLD,D11,18,,comprimento_mm,1000,1,0
NETAFIM,MANIFOLD,D11,20,,comprimento_mm,1000,1,0
NETAFIM,MANIFOLD,D11,24,,comprimento_mm,2000,1,0
NETAFIM,MANIFOLD,D11,28,,comprimento_mm,2000,1,0
NETAFIM,MANIFOLD,D12,3,,comprimento_mm,2000,2,0
NETAFIM,MANIFOLD,D12,4,,comprimento_mm,2250,2,0
NETAFIM,MANIFOLD,D12,6,,comprimento_mm,2750,2,0
NETAFIM,MANIFOLD,D12,8,,comprimento_mm,3250,2,0
NETAFIM,MANIFOLD,D12,10,,comprimento_mm,2500,2,0
NETAFIM,MANIFOLD,D12,12,,comprimento_mm,3000,2,0
NETAFIM,REDUCAO_CONCENTRICA,,3,,face_a_face_mm,250,4,0
NETAFIM,REDUCAO_CONCENTRICA,,4,,face_a_face_mm,250,4,0
NETAFIM,REDUCAO_CONCENTRICA,,5,,face_a_face_mm,250,2,0
NETAFIM,REDUCAO_CONCENTRICA,,6,,face_a_face_mm,300,4,0
NETAFIM,REDUCAO_CONCENTRICA,,8,,face_a_face_mm,300,4,0
NETAFIM,REDUCAO_CONCENTRICA,,10,,face_a_face_mm,350,4,0
NETAFIM,REDUCAO_CONCENTRICA,,12,,face_a_face_mm,450,4,0
NETAFIM,REDUCAO_CONCENTRICA,,14,,face_a_face_mm,600,4,0
NETAFIM,REDUCAO_CONCENTRICA,,16,,face_a_face_mm,600,4,0
NETAFIM,REDUCAO_CONCENTRICA,,18,,face_a_face_mm,600,4,0
NETAFIM,REDUCAO_CONCENTRICA,,20,,face_a_face_mm,600,4,0
NETAFIM,REDUCAO_CONCENTRICA,,24,,face_a_face_mm,600,4,0
NETAFIM,REDUCAO_EXCENTRICA,,3,,face_a_face_mm,250,4,0
NETAFIM,REDUCAO_EXCENTRICA,,4,,face_a_face_mm,250,4,0
NETAFIM,REDUCAO_EXCENTRICA,,5,,face_a_face_mm,250,2,0
NETAFIM,REDUCAO_EXCENTRICA,,6,,face_a_face_mm,300,4,0
NETAFIM,REDUCAO_EXCENTRICA,,8,,face_a_face_mm,300,4,0
NETAFIM,REDUCAO_EXCENTRICA,,10,,face_a_face_mm,350,4,0
NETAFIM,REDUCAO_EXCENTRICA,,12,,face_a_face_mm,450,4,0
NETAFIM,REDUCAO_EXCENTRICA,,14,,face_a_face_mm,600,4,0
NETAFIM,REDUCAO_EXCENTRICA,,16,,face_a_face_mm,600,4,0
NETAFIM,REDUCAO_EXCENTRICA,,18,,face_a_face_mm,600,4,0
NETAFIM,REDUCAO_EXCENTRICA,,20,,face_a_face_mm,600,4,0
NETAFIM,REDUCAO_EXCENTRICA,,24,,face_a_face_mm,600,4,0
NETAFIM,TE,,2,,perna_mm,132.5,1,0
NETAFIM,TE,,3,,perna_mm,152,1,0
NETAFIM,TE,,4,,perna_mm,175,1,0
NETAFIM,TE,,6,,perna_mm,216,1,0
NETAFIM,TE,,8,,perna_mm,297,1,0
NETAFIM,TE,,10,,perna_mm,325,1,0
NETAFIM,TE,,12,,perna_mm,365,1,0
NETAFIM,TE,,14,,perna_mm,370,1,0
NETAFIM,TE,,16,,perna_mm,405,1,0
NETAFIM,TE,,18,,perna_mm,427.5,1,0
NETAFIM,TE,,20,,perna_mm,457,1,0
NETAFIM,TE,,24,,perna_mm,559,1,0
