familia,dn,dn_menor,unidade_dn,variante,significado,valor_mm,confiavel,nome_no_dxf,arquivo,fonte
TE,110,,mm,SOLDA,altura_total_mm,184.5,1,TE PVC SOLDAVEL 110MM PLASSON/FIP,pecas_CAD3.dxf,DXF da casa
ADAPTADOR_FLANGE,110,,mm,,comprimento_mm,72.0,1,ADAPTADOR P/FL 110MM SOLDA,pecas_CAD3.dxf,DXF da casa
ADAPTADOR_FLANGE,110,,mm,,d_externo_mm,150.0,1,ADAPTADOR P/FL 110MM SOLDA,pecas_CAD3.dxf,DXF da casa
ADAPTADOR_FLANGE,90,,mm,,comprimento_mm,56.0,1,ADAPTADOR P/FL 90MM SOLDA,pecas_CAD3.dxf,DXF da casa
ADAPTADOR_FLANGE,90,,mm,,d_externo_mm,125.0,1,ADAPTADOR P/FL 90MM SOLDA,pecas_CAD3.dxf,DXF da casa
CURVA,90,,mm,90/SOLDA,envelope_x_mm,164.0,1,CURVA 90. SOLDA 90MM PLASSON/FIP,pecas_CAD3.dxf,DXF da casa
CURVA,90,,mm,90/SOLDA,envelope_y_mm,164.0,1,CURVA 90. SOLDA 90MM PLASSON/FIP,pecas_CAD3.dxf,DXF da casa
CURVA,110,,mm,90/SOLDA,envelope_x_mm,203.0,1,CURVA 90. SOLDA 110MM PLASSON/FIP,pecas_CAD3.dxf,DXF da casa
CURVA,110,,mm,90/SOLDA,envelope_y_mm,203.0,1,CURVA 90. SOLDA 110MM PLASSON/FIP,pecas_CAD3.dxf,DXF da casa
CURVA,110,,mm,90/SOLDA,envelope_x_mm,186.0,1,CURVA 90. SOLDA 110MM PLASSON/FIP,pecas_CAD3.dxf,DXF da casa
CURVA,110,,mm,90/SOLDA,envelope_y_mm,186.0,1,CURVA 90. SOLDA 110MM PLASSON/FIP,pecas_CAD3.dxf,DXF da casa
BUCHA_REDUCAO,90,75,mm,,comprimento_mm,52.0,1,BUCHA RED. 90X75 PLASSON,pecas_CAD3.dxf,DXF da casa
BUCHA_REDUCAO,90,75,mm,,d_externo_mm,90.0,1,BUCHA RED. 90X75 PLASSON,pecas_CAD3.dxf,DXF da casa
ADAPTADOR,75,63,mm,,comprimento_mm,80.0,1,"PLASSON ADAP. PVC MACHO 75X63X2""",pecas_CAD3.dxf,DXF da casa
ADAPTADOR,75,63,mm,,d_externo_mm,80.0,1,"PLASSON ADAP. PVC MACHO 75X63X2""",pecas_CAD3.dxf,DXF da casa
BUCHA_REDUCAO,110,90,mm,,comprimento_mm,62.0,1,BUCHA RED. 110X90 PLASSON,pecas_CAD3.dxf,DXF da casa
BUCHA_REDUCAO,110,90,mm,,d_externo_mm,110.0,1,BUCHA RED. 110X90 PLASSON,pecas_CAD3.dxf,DXF da casa
ADAPTADOR,75,63,mm,,comprimento_mm,84.0,1,"ADAP. PVC FEMEA 75X63X2"" PLASSON",pecas_CAD3.dxf,DXF da casa
ADAPTADOR,75,63,mm,,d_externo_mm,80.0,1,"ADAP. PVC FEMEA 75X63X2"" PLASSON",pecas_CAD3.dxf,DXF da casa
BUCHA_REDUCAO,110,75,mm,,comprimento_mm,62.0,1,BUCHA RED. 110X75 PLASSON,pecas_CAD3.dxf,DXF da casa
BUCHA_REDUCAO,110,75,mm,,d_externo_mm,110.0,1,BUCHA RED. 110X75 PLASSON,pecas_CAD3.dxf,DXF da casa
ADAPTADOR,90,75,mm,,comprimento_mm,101.0,1,"PLASSON ADAP. PVC MACHO 90X75X3""",pecas_CAD3.dxf,DXF da casa
ADAPTADOR,90,75,mm,,d_externo_mm,95.0,1,"PLASSON ADAP. PVC MACHO 90X75X3""",pecas_CAD3.dxf,DXF da casa
TE,75,,mm,SOLDA,face_a_face_mm,169.0,1,TE PVC SOLDAVEL 75MM PLASSON/FIP,pecas_CAD3.dxf,DXF da casa
TE,75,,mm,SOLDA,altura_total_mm,130.0,1,TE PVC SOLDAVEL 75MM PLASSON/FIP,pecas_CAD3.dxf,DXF da casa
ADAPTADOR_FLANGE,75,,mm,,comprimento_mm,48.0,1,ADAPTADOR P/FL 75MM SOLDA,pecas_CAD3.dxf,DXF da casa
ADAPTADOR_FLANGE,75,,mm,,d_externo_mm,106.0,1,ADAPTADOR P/FL 75MM SOLDA,pecas_CAD3.dxf,DXF da casa
VALVULA_GAVETA,12,,in,,face_a_face_mm,388.4,0,"REG. GAVETA 12""",pecas_CAD3.dxf,DXF da casa
VALVULA_GAVETA,12,,in,,altura_total_mm,984.1,0,"REG. GAVETA 12""",pecas_CAD3.dxf,DXF da casa
CURVA,75,,mm,90/SOLDA,envelope_x_mm,140.0,1,CURVA 90. SOLDA 75MM PLASSON/FIP,pecas_CAD3.dxf,DXF da casa
CURVA,75,,mm,90/SOLDA,envelope_y_mm,140.0,1,CURVA 90. SOLDA 75MM PLASSON/FIP,pecas_CAD3.dxf,DXF da casa
VALVULA_GAVETA,14,,in,,face_a_face_mm,440.6,0,"REG. GAVETA 14""",pecas_CAD3.dxf,DXF da casa
VALVULA_GAVETA,14,,in,,altura_total_mm,1116.5,0,"REG. GAVETA 14""",pecas_CAD3.dxf,DXF da casa
VALVULA_GAVETA,4,,in,,face_a_face_mm,192.0,0,"REG. GAVETA 4""",pecas_CAD3.dxf,DXF da casa
VALVULA_GAVETA,4,,in,,altura_total_mm,486.5,0,"REG. GAVETA 4""",pecas_CAD3.dxf,DXF da casa
VALVULA_GAVETA,6,,in,,face_a_face_mm,248.6,0,"REG. GAVETA 6""",pecas_CAD3.dxf,DXF da casa
VALVULA_GAVETA,6,,in,,altura_total_mm,630.0,0,"REG. GAVETA 6""",pecas_CAD3.dxf,DXF da casa
VALVULA_GAVETA,8,,in,,face_a_face_mm,296.6,0,"REG. GAVETA 8""",pecas_CAD3.dxf,DXF da casa
VALVULA_GAVETA,8,,in,,altura_total_mm,751.7,0,"REG. GAVETA 8""",pecas_CAD3.dxf,DXF da casa
VALVULA_GAVETA,10,,in,,face_a_face_mm,345.4,0,"REG. GAVETA 10""",pecas_CAD3.dxf,DXF da casa
VALVULA_GAVETA,10,,in,,altura_total_mm,875.3,0,"REG. GAVETA 10""",pecas_CAD3.dxf,DXF da casa
