familia,variante,dn_a_pol,dn_c_pol,cota,valor_mm,pagina
ARTICULADOR,,4,,C_tubo,300,4.08
ARTICULADOR,,4,,D_conjunto,900,4.08
ARTICULADOR,,5,,C_tubo,300,4.08
ARTICULADOR,,5,,D_conjunto,900,4.08
ARTICULADOR,,6,,C_tubo,300,4.08
ARTICULADOR,,6,,D_conjunto,900,4.08
ARTICULADOR,,8,,C_tubo,300,4.08
ARTICULADOR,,8,,D_conjunto,900,4.08
ARTICULADOR,,10,,C_tubo,300,4.08
ARTICULADOR,,10,,D_conjunto,900,4.08
ARTICULADOR,,12,,C_tubo,300,4.08
ARTICULADOR,,12,,D_conjunto,900,4.08
ARTICULADOR,,14,,C_tubo,300,4.08
ARTICULADOR,,14,,D_conjunto,900,4.08
ARTICULADOR,,16,,C_tubo,300,4.08
ARTICULADOR,,16,,D_conjunto,900,4.08
ANCORAGEM,,4,,C,640,4.09
ANCORAGEM,,5,,C,640,4.09
ANCORAGEM,,6,,C,640,4.09
ANCORAGEM,,6,,C,640,4.09
ANCORAGEM,,8,,C,720,4.09
ANCORAGEM,,10,,C,960,4.09
ANCORAGEM,,12,,C,1050,4.09
ANCORAGEM,,16,,C,1300,4.09
ANCORAGEM,,18,,C,1300,4.09
ANCORAGEM,,20,,C,1500,4.09
ANCORAGEM_MEIA_LUA,,3,,C_altura,600,4.10
ANCORAGEM_MEIA_LUA,,4,,C_altura,600,4.10
ANCORAGEM_MEIA_LUA,,5,,C_altura,600,4.10
ANCORAGEM_MEIA_LUA,,6,,C_altura,600,4.10
ANCORAGEM_MEIA_LUA,,8,,C_altura,600,4.10
ANCORAGEM_MEIA_LUA,,10,,C_altura,600,4.10
ANCORAGEM_MEIA_LUA,,12,,C_altura,600,4.10
ANCORAGEM_MEIA_LUA,,14,,C_altura,600,4.10
ANCORAGEM_MEIA_LUA,,16,,C_altura,600,4.10
ANCORAGEM_MEIA_LUA,,18,,C_altura,600,4.10
ANCORAGEM_MEIA_LUA,,20,,C_altura,600,4.10
ADAPTADOR_ESPIGAO,,3,,C,300,5.01
ADAPTADOR_ESPIGAO,,4,,C,300,5.01
ADAPTADOR_ESPIGAO,,5,,C,300,5.01
ADAPTADOR_ESPIGAO,,6,,C,300,5.01
ADAPTADOR_ESPIGAO,,8,,C,300,5.01
PECA_TRANSICAO_NIPLE,,1,,C,60,5.02
PECA_TRANSICAO_NIPLE,,1.25,,C,60,5.02
PECA_TRANSICAO_NIPLE,,1.5,,C,60,5.02
PECA_TRANSICAO_NIPLE,,2,,C,60,5.02
PECA_TRANSICAO_NIPLE,,2.5,,C,60,5.02
PECA_TRANSICAO_NIPLE,,3,,C,60,5.02
PECA_TRANSICAO_NIPLE,,4,,C,60,5.02
PECA_TRANSICAO_NIPLE,,5,,C,60,5.02
PECA_TRANSICAO_NIPLE,,6,,C,60,5.02
PECA_TRANSICAO_LUVA,,1,,C,60,5.03
PECA_TRANSICAO_LUVA,,1.25,,C,60,5.03
PECA_TRANSICAO_LUVA,,1.5,,C,60,5.03
PECA_TRANSICAO_LUVA,,2,,C,60,5.03
PECA_TRANSICAO_LUVA,,2.5,,C,60,5.03
PECA_TRANSICAO_LUVA,,3,,C,60,5.03
PECA_TRANSICAO_LUVA,,4,,C,60,5.03
PECA_TRANSICAO_LUVA,,5,,C,60,5.03
PECA_TRANSICAO_LUVA,,6,,C,60,5.03
